sequence_id	membership_class	population	exact_sequence_present	best_hit_target	best_hit_identity	best_hit_query_coverage	best_hit_target_coverage	best_hit_evalue	leakage_class	population_role	unit	denominator
CAND_DGRs_9	CANDIDATE	stage1_exact_rt	YES	0f6c62083d7534a61356d5ccb7485681caa6b90021a65138ca8689b53aac9bff	1.0000	1.0000	1.0000	4.64e-297	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_G2L4_1	CANDIDATE	stage1_exact_rt	YES	478735e57d65ccdf84e0e28add7d04b80d7f981d356ceae9bdc5c93be0df6ac4	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_G2L4_4	CANDIDATE	stage1_exact_rt	YES	75f54cc6ebee510395289166ca7f4ca36f0509e12ee5a63d4b07f237454226d3	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_G2L4_5	CANDIDATE	stage1_exact_rt	YES	9c764ea8a960b40419a4db4fbe4965184ad60f1a83389d585c8fb93e9f306904	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_G2L4_68	CANDIDATE	stage1_exact_rt	YES	7be01ca55b0fea374d1f23f31ad538207d0f57cea09106c68fc9ef0afcdd446b	1.0000	1.0000	1.0000	4.05e-286	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_G2L_57	CANDIDATE	stage1_exact_rt	YES	66b25d8b3d749e7786f437b5f94e1bdb7a60e0348dc966b129a1aaf61027e498	1.0000	1.0000	1.0000	3.51e-300	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_G2L_87	CANDIDATE	stage1_exact_rt	YES	a3ea61dee3ac08248493fbaad6db1f936c57902ce388f9396229d45d693261f3	1.0000	1.0000	1.0000	4.64e-216	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG10_12	CANDIDATE	stage1_exact_rt	YES	5f01e6fb88187b68f2e92b4faa9668e592d92bae8f824edc931e7fb505d2a8a1	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG10_26	CANDIDATE	stage1_exact_rt	YES	46473e5f06e7f38a230ec0bc33082c3df6cc130a9918978296f1a05bce8133d0	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG11_61	CANDIDATE	stage1_exact_rt	YES	ab3a00fc2ee2d190eb2b5ebcd042037e65e8f6a043bd9778b91a4b61e21cb8e3	1.0000	1.0000	1.0000	9.03e-217	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG11_70	CANDIDATE	stage1_exact_rt	YES	53218e3433416bc3294d98a22dcfb8f9d9f54f1b5c3c5af1d1c14217171fd522	1.0000	1.0000	1.0000	2.53e-198	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG12_12	CANDIDATE	stage1_exact_rt	YES	9e32c2ac9d104979ccb9e74669ba8b74eb085ac9db511ba068d21181800f9298	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG12_147	CANDIDATE	stage1_exact_rt	YES	b4bf5a0acf2cb8362273bcb7fafbf3d4f61033489300468613a3aaacbb5ed01f	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG12_21	CANDIDATE	stage1_exact_rt	YES	e1a18be0183e23fa03a0d392078c5a4d12e1c61900fc08212013866db8fff27e	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG12_230	CANDIDATE	stage1_exact_rt	YES	b96c08beb8bdc41d2889b55fa954564454c889f5cf244dbe719575b4b8d04e2a	1.0000	1.0000	1.0000	6.42e-291	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG12_3	CANDIDATE	stage1_exact_rt	YES	fa18c5807c5527cd8bc762844b7b49c16a85b620bc894dff2a35157fd8655b19	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG12_37	CANDIDATE	stage1_exact_rt	YES	66f957a2006df86cadf41fa6f6bb2db917d002a7d8127395cc3f105d85266ba2	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG13_0	CANDIDATE	stage1_exact_rt	YES	8b1d7fa488effb730b2bfb0fdbf37a0b97d2424ea6bdf172e3f654c4f34a93e8	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG13_16	CANDIDATE	stage1_exact_rt	YES	a1accf72840775597712f407e74fa672f821eda2ac7ff35f850b3633f09926b0	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG13_30	CANDIDATE	stage1_exact_rt	YES	108658ba05fe2da42b87bf4175587d48872178ef1866ff2dd93586ec638a39c7	1.0000	1.0000	1.0000	1.96e-165	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG14_43	CANDIDATE	stage1_exact_rt	YES	5cd6b26373e1d1a613d4a84750e34f235abe7f7235af4ececb335ff47166f7b8	1.0000	1.0000	1.0000	4.66e-274	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG15_123	CANDIDATE	stage1_exact_rt	YES	d324be2a8d2826c5c15e571e4bb69f0c9266c5e566a251639056221b7e9755ac	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG15_31	CANDIDATE	stage1_exact_rt	YES	129495afb690d8382ba3d784188a6ed70a1c64abd45dbac8fddf7fca393477bf	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG15_42	CANDIDATE	stage1_exact_rt	YES	2f310bce533291e0aa370ad23d6a84a3e137285236d2ae57a049221a706d43d1	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG15_65	CANDIDATE	stage1_exact_rt	YES	8381b373e6ce44631254ec53e36808b38940e9033a36d86368c2692b396edca7	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG15_74	CANDIDATE	stage1_exact_rt	YES	d902515cffdb82ec95b353192b0b8097a913580e7b4a891194783d8727117efb	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG16_41	CANDIDATE	stage1_exact_rt	YES	280fa39aa37591e088f5f19511c2dcd82ab26f01e423b1f84757bb46f019601d	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG16_60	CANDIDATE	stage1_exact_rt	YES	27fba4357c67934b532bf5f9d90f5683a276cd41c3491488bc51a114276c2137	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG16_91	CANDIDATE	stage1_exact_rt	YES	7dcf2892b3255673ecef0dcd22e86a41aba33fecfbfa6b49cffe03022832aaa5	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG17_254	CANDIDATE	stage1_exact_rt	YES	899321cdbf12414ee1b90aa4b31d9c9ea38598294692de5965bc292b1e7afa95	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG17_289	CANDIDATE	stage1_exact_rt	YES	dc2bcddf71015b4ccf84fa8eb99c5a31d8d51753993632fc22ae0d434d5e33b5	1.0000	1.0000	1.0000	1.96e-307	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG17_32	CANDIDATE	stage1_exact_rt	YES	587be61fee95240f96ac9832700633066b7ba1fbc9b628e1bb0c53151802a7e7	1.0000	0.8660	0.9380	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG18_36	CANDIDATE	stage1_exact_rt	YES	f2942a22622115f8eb1bf675474e11d8fff2683e592135374a63ee313f249e71	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG18_58	CANDIDATE	stage1_exact_rt	YES	d3df4394ab0fde5b0a7abf5f549224992ee49ac2690c6d23215a6a3fb71e6684	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG19_156	CANDIDATE	stage1_exact_rt	YES	5b3db9b1475bba9eabe4a852e4d38f60f95ea4a7a4a01dbd07716abce80931b3	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG19_20	CANDIDATE	stage1_exact_rt	YES	0b4dc7a0735a4e3d9f22eb89026e69bb3f9857899cb8e049ecccd7a33d122423	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG19_229	CANDIDATE	stage1_exact_rt	YES	19eed900eec247036464cc22af9a882867c40b240968a742c131ceda467376d6	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG1_12	CANDIDATE	stage1_exact_rt	YES	713c67a584bb6cebc203571ea5dfb34f14940c71ffc50514669bbc971bb7bed9	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG1_3	CANDIDATE	stage1_exact_rt	YES	a032af7ea3e184efbed7950b528f2a238e300edcd69fc3047ad1cd7e094b6aa2	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG1_8	CANDIDATE	stage1_exact_rt	YES	34134442b4ade351e8e4758c21062cac43a15aa1cfea826d8dd9ad1091d94b36	0.7380	0.5560	0.9510	2.01e-178	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG20_0	CANDIDATE	stage1_exact_rt	YES	85631ee6693af89a5ed3af1128b30efa2ad2d730550094f69d8e3e73dc1559a8	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG20_1	CANDIDATE	stage1_exact_rt	YES	1886c3b6c9670ea98ccb0f35fbb8dbd3c0650c1917a023fe25cbf8b61c9a842d	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG20_2	CANDIDATE	stage1_exact_rt	YES	a254ad828518c5edee2b61d3ab87e5e7363a005464793a10cb45313d73137b4c	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG21_13	CANDIDATE	stage1_exact_rt	YES	00dd6a761600ce3dd3a220a956f2552b59bb64a68f6b9c2b8cd3c926d1f975eb	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG21_25	CANDIDATE	stage1_exact_rt	YES	003d5a11916e9db09539d0d221b361733ce5bf8610c50fd6f1c73eb1cc237444	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG22_1	CANDIDATE	stage1_exact_rt	YES	8dbaead006591b7afa077df49eb71861c57d4054652f63c02ae702760067c146	1.0000	1.0000	1.0000	8.38e-228	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG22_14	CANDIDATE	stage1_exact_rt	YES	301a1ddef5b89637a22c877d15b781eadd7d48ed1bc324afc17626124bbc3584	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG22_46	CANDIDATE	stage1_exact_rt	YES	134973716b1b790db1dbc96a7d68e200415cda92a01907eda9434490fe9a1e55	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG23_4	CANDIDATE	stage1_exact_rt	YES	cbeeaecc6c3747e3943a16b349ead354a5650035f3f8e50db5f3cabdff54990f	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG24_10	CANDIDATE	stage1_exact_rt	YES	ab07a6ad7e371aa75b1cee775d73caf234e370592ca75db4ae7e3b262e1e5f00	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG25_185	CANDIDATE	stage1_exact_rt	YES	73305c990803d56a493b92b180a42f9efc602058bce65c376a0e2161318a9632	1.0000	1.0000	1.0000	5.88e-227	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG25_34	CANDIDATE	stage1_exact_rt	YES	27da5a147023c29ba81f48aada3669f39f5d71a456fb4732ae469ba8c10b2d5a	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG26_78	CANDIDATE	stage1_exact_rt	YES	c07174cac1eb270f171602bcd55d73d562d858032992f01fd9d8efe537df500a	1.0000	1.0000	1.0000	4.67e-316	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG26_86	CANDIDATE	stage1_exact_rt	YES	dc40653501c17768105cee4a36afb5a1d08fc84e96c692e5d16367ad9158fbed	1.0000	1.0000	1.0000	6.18e-313	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG28_6	CANDIDATE	stage1_exact_rt	YES	81f161493bb65c3990ea8f204d2430f371767357a30cf35c87029e6c7cdece8f	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG28b_1	CANDIDATE	stage1_exact_rt	YES	f88ce8ebacde1684a2e149c14b4e728ba28a0ddc4219d0b47ddcb7d5ce087e2a	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG2_112	CANDIDATE	stage1_exact_rt	YES	7248c28b67a9b4a8b7d5a119de6d0b69661990e42e623434a82346718308fe79	1.0000	1.0000	1.0000	2.98e-288	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG2_75	CANDIDATE	stage1_exact_rt	YES	fd90fffdded63c3244b383369790a55f9be8c4aee7efa33375ff68d16710c604	1.0000	1.0000	1.0000	3.34e-299	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG2_80	CANDIDATE	stage1_exact_rt	YES	f4c3a224d83e0465e93315eecd4d88e885b705e1beb51cc13b8437382559d4f1	1.0000	1.0000	1.0000	3.99e-300	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG2_83	CANDIDATE	stage1_exact_rt	YES	eee3d6da99727ffb6c191cf8677527c7eb0172184df8c6b83e879ce805e2828b	1.0000	1.0000	1.0000	3.90e-297	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG3_32	CANDIDATE	stage1_exact_rt	YES	fe14b634e7794c3fa3067e39fc2bdbcb666dd4c735b5b2b9476d5ba8431999a2	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG3_72	CANDIDATE	stage1_exact_rt	YES	1da4ba18ac9d6b2e7e742ed64beb21e08bb9466a53c0b24031c6155fc379a120	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG4_11	CANDIDATE	stage1_exact_rt	YES	a82220360bb014df4731387633cc0a331e1da7e8c517df39ba55137e5d3ac57c	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG5_1	CANDIDATE	stage1_exact_rt	YES	6249fcf66469595988da7ec72d7dc52ed647fac782c612d13cbc727e69914508	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG5_84	CANDIDATE	stage1_exact_rt	YES	983e45a7a6a25da9bfdf6815cc1a2f31fbf4c6190c273471ee83eebe57145606	1.0000	1.0000	1.0000	1.07e-316	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG5_93	CANDIDATE	stage1_exact_rt	YES	56cb804917f3d7ced715b6d0ebe36ac26c1fb904a83ec6725593ca6ca6511161	1.0000	1.0000	1.0000	3.42e-317	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG6_32	CANDIDATE	stage1_exact_rt	YES	aed103648f37e5a82792f57b2f98728314c762f3b5fac1461484bbfce487bc47	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG6_41	CANDIDATE	stage1_exact_rt	YES	83edd457568b07f2f967cfb9291905b939d08cd9dcf4a8f9a5731ddc5ea44470	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG6_87	CANDIDATE	stage1_exact_rt	YES	1689e99f863d3654f231174e99bf48c4e2dc1136c3380c4bf4549048cd7bf211	1.0000	1.0000	1.0000	1.70e-267	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG7_0	CANDIDATE	stage1_exact_rt	YES	c3d9621ab75f48337e8968639562cf1982820a3c18eea59b2835de4b25a64882	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG7_2	CANDIDATE	stage1_exact_rt	YES	574c4765fc86c3c957e0a5b9c2a683db4e1fa46ad2d5f881f58e3041775a7217	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG8_118	CANDIDATE	stage1_exact_rt	YES	f6d49d5823bd574dae8a78921bf4492cefe296a89c84d9097f8bf3ab4b097f57	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG8_126	CANDIDATE	stage1_exact_rt	YES	7bc17054f8e34d781b1fd6d905c15483099f18e2baf91e692ca80439a6df795c	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG8_473	CANDIDATE	stage1_exact_rt	YES	98cf3fb55a0fc505499c0cfbc5a1ab76812ebd2adc8e61c97ddf005636536bbb	1.0000	1.0000	1.0000	1.67e-318	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_UG8_49	CANDIDATE	stage1_exact_rt	YES	2bd3682ed4814a12b1c8dce3bb7906599e4e44ca98049453599207d43bee263f	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
